time,NUPL
1279497600,99.31520855
1279584000,98.4015731
1279670400,97.78283199
1279756800,97.39336609
1279843200,96.34353644
1280102400,92.9984242
1280188800,92.04480205
1280275200,92.10652334
1280361600,91.57172986
1280448000,92.54001426
1280707200,90.42910155
1280793600,89.97559003
1280880000,89.58565009
1280966400,88.85546153
1281052800,89.12399635
1281312000,88.2027612
1281398400,89.3156022
1281484800,88.36919105
1281571200,88.00596746
1281657600,88.23171709
1281916800,86.27374292
1282003200,85.99046032
1282089600,86.68345923
1282176000,86.00925733
1282262400,85.57272448
1282521600,84.42915342
1282608000,83.93478424
1282694400,83.69250099
1282780800,83.39848162
1282867200,82.95695763
1283126400,82.33975433
1283212800,82.4259496
1283299200,80.73711394
1283385600,81.006864
1283472000,81.34143029
1283817600,80.12645972
1283904000,79.87682063
1283990400,79.70688142
1284076800,79.14417992
1284336000,78.70874003
1284422400,78.75133901
1284508800,78.47099133
1284595200,77.54860376
1284681600,77.62305116
1284940800,76.71780963
1285027200,76.30392223
1285113600,76.3359178
1285200000,75.9144645
1285286400,75.75835159
1285545600,75.0795676
1285632000,74.47217279
1285718400,72.99541179
1285804800,72.74293443
1285891200,72.12001049
1286150400,69.1388202
1286236800,69.07648827
1286323200,68.45310915
1286409600,69.06528825
1286496000,70.61380117
1286755200,77.42118604
1286841600,76.64082419
1286928000,76.39187304
1287014400,78.05123254
1287100800,77.05496099
1287360000,75.38516125
1287446400,75.1846363
1287532800,73.62887663
1287619200,73.81152177
1287705600,75.05620994
1287964800,75.86670197
1288051200,78.44114558
1288137600,80.47314352
1288224000,83.47191874
1288310400,80.99325018
1288569600,81.60874297
1288656000,81.62087155
1288742400,81.0709238
1288828800,80.70790379
1288915200,80.90564287
1289174400,85.14740059
1289260800,78.22069992
1289347200,74.53149332
1289433600,77.17640385
1289520000,75.6313471
1289779200,79.53893117
1289865600,77.81828258
1289952000,73.40566769
1290038400,75.58713553
1290124800,77.1509931
1290384000,77.11331804
1290470400,77.52387633
1290556800,77.19968587
1290729600,76.36919745
1290988800,74.84386974
1291075200,70.66812129
1291161600,67.07376368
1291248000,69.79820842
1291334400,72.56138495
1291593600,63.67765384
1291680000,64.70186158
1291766400,69.13809893
1291852800,69.22131473
1291939200,61.59691751
1292198400,66.12007277
1292284800,67.34236216
1292371200,69.41552549
1292457600,68.27646282
1292544000,69.36733328
1292803200,67.71071435
1292889600,70.58731074
1292976000,66.60818371
1293062400,67.81988103
1293408000,69.10881545
1293494400,68.95632878
1293580800,70.53226249
1293667200,71.85246026
1293753600,71.67083232
1294012800,71.12895153
1294099200,70.46771667
1294185600,70.73782389
1294272000,70.58753681
1294358400,70.36179548
1294617600,72.09011494
1294704000,71.97266664
1294790400,71.21703097
1294876800,70.37977808
1294963200,69.83532825
1295308800,71.30042089
1295395200,67.84589576
1295481600,67.45372231
1295568000,73.59695645
1295827200,75.69627409
1295913600,74.05146961
1296000000,73.258585
1296086400,69.43225636
1296172800,69.6828147
1296432000,72.56201147
1296518400,75.45712112
1296604800,80.09915278
1296691200,79.55265435
1296777600,78.73866915
1297036800,82.09163024
1297123200,80.97504828
1297209600,81.32524569
1297296000,83.55159459
1297382400,81.33059168
1297641600,81.57459554
1297728000,81.28913838
1297814400,80.61292864
1297900800,79.99487035
1297987200,80.00471942
1298332800,74.23108451
1298419200,75.87276414
1298505600,75.6755296
1298592000,77.68606525
1298851200,73.93032255
1298937600,73.08646995
1299024000,71.03307463
1299110400,71.3977881
1299196800,71.20573116
1299456000,68.88735833
1299542400,68.74918844
1299628800,68.03112818
1299715200,67.74131412
1299801600,69.97255496
1300060800,68.00372835
1300147200,67.77403083
1300233600,66.7283301
1300320000,65.93023944
1300406400,64.32713744
1300665600,60.11562774
1300752000,60.94169155
1300838400,63.19432139
1300924800,64.83091229
1301011200,65.11546079
1301270400,62.89076939
1301356800,61.4806909
1301443200,61.0882094
1301529600,60.88667337
1301616000,60.5344664
1301875200,60.02018599
1301961600,53.92069286
1302048000,55.75915039
1302134400,57.48395662
1302220800,58.18007699
1302480000,57.00045271
1302566400,58.73891345
1302652800,62.85367684
1302739200,65.76242882
1302825600,67.48382974
1303084800,70.35993596
1303171200,70.42521059
1303257600,71.07895988
1303344000,69.56675644
1303689600,76.58329184
1303776000,75.77108001
1303862400,77.9871893
1303948800,78.98897868
1304035200,81.32072451
1304294400,79.4619049
1304380800,80.2167387
1304467200,80.73141809
1304553600,79.33725654
1304640000,78.54792172
1304899200,79.77912928
1304985600,79.03902592
1305072000,84.50901108
1305158400,83.02387409
1305244800,84.03635546
1305504000,81.60754123
1305590400,82.36722942
1305676800,80.1037472
1305763200,78.22843788
1305849600,78.38300559
1306108800,77.0959154
1306195200,77.84281866
1306281600,78.31104187
1306368000,80.34963311
1306454400,80.67252649
1306800000,78.69858417
1306886400,78.2548346
1306972800,79.87499565
1307059200,81.47041379
1307318400,84.91152488
1307404800,83.27077191
1307491200,86.245986
1307577600,86.84502642
1307664000,84.95965223
1307923200,72.36790108
1308009600,72.12945896
1308096000,69.87342514
1308182400,68.14582867
1308268800,64.48728917
1308528000,62.6091048
1308614400,62.49099588
1308700800,62.76834226
1308787200,62.78544925
1308873600,63.14292589
1309132800,58.3954813
1309219200,58.64814102
1309305600,58.63979624
1309392000,58.29718215
1309478400,56.11642914
1309824000,48.98463057
1309910400,44.37779964
1309996800,51.83297528
1310083200,52.12428061
1310342400,50.82544604
1310428800,49.43125809
1310515200,48.66606186
1310601600,48.34717952
1310688000,48.52968519
1310947200,45.04151083
1311033600,48.97780552
1311120000,49.15611529
1311206400,49.11108179
1311292800,48.82194892
1311552000,49.99541844
1311638400,50.09102279
1311724800,49.41182533
1311811200,49.41759218
1311897600,47.85813856
1312156800,47.2766747
1312243200,45.62390123
1312329600,42.51560063
1312416000,24.929942
1312502400,35.07003832
1312761600,15.707638
1312848000,14.08663513
1312934400,28.41954859
1313020800,32.73688851
1313107200,28.80318564
1313366400,37.45179929
1313452800,39.30489968
1313539200,38.16547724
1313625600,38.26184789
1313712000,37.30136341
1313971200,39.77624757
1314057600,37.92648662
1314144000,37.55133913
1314230400,37.08614514
1314316800,27.60754675
1314576000,28.23796591
1314662400,27.42318613
1314748800,25.97085326
1314835200,20.66793678
1314921600,21.06714907
1315267200,14.84395968
1315353600,5.789615003
1315440000,9.774902506
1315526400,1.456504953
1315785600,-5.715014611
1315872000,-1.217550309
1315958400,-5.285432428
1316044800,-10.43551481
1316131200,-26.8009457
1316390400,-15.9261048
1316476800,-10.01609691
1316563200,0.817335456
1316649600,-7.01796642
1316736000,-10.40000065
1316995200,-13.17095689
1317081600,-23.09319259
1317168000,-27.15781767
1317254400,-27.01730945
1317340800,-24.91824408
1317600000,-19.16766911
1317686400,-18.45246531
1317772800,-19.90523513
1317859200,-21.74967327
1317945600,-25.2506871
1318204800,-43.45261817
1318291200,-45.06298598
1318377600,-45.67367258
1318464000,-40.25816121
1318550400,-44.78203178
1318809600,-62.04695589
1318896000,-120.1323184
1318982400,-140.5774124
1319068800,-156.431653
1319155200,-143.2314525
1319414400,-80.24258107
1319500800,-124.1878925
1319587200,-105.0050511
1319673600,-103.3341054
1319760000,-90.11906147
1320019200,-73.42855753
1320105600,-74.27545026
1320192000,-80.29172188
1320278400,-73.10377296
1320364800,-77.17719249
1320624000,-88.99916532
1320710400,-86.52078314
1320796800,-84.19575042
1320883200,-84.03178608
1320969600,-89.75911348
1321228800,-81.17835361
1321315200,-151.6549354
1321401600,-133.0466091
1321488000,-98.86036302
1321574400,-121.9891874
1321833600,-125.5994337
1321920000,-116.736358
1322006400,-113.539739
1322179200,-104.2530889
1322438400,-99.32680469
1322524800,-91.97036752
1322611200,-76.22611876
1322697600,-66.59815471
1322784000,-59.4219402
1323043200,-72.69197565
1323129600,-71.19203921
1323216000,-61.31809607
1323302400,-62.40078014
1323388800,-62.49764168
1323648000,-49.85445491
1323734400,-52.91181194
1323820800,-49.60790763
1323907200,-55.53088138
1323993600,-51.4046888
1324252800,-51.91807029
1324339200,-37.81446222
1324425600,-22.40648068
1324512000,-25.63253997
1324598400,-24.96564957
1324944000,-22.37729662
1325030400,-18.98738643
1325116800,-16.92095493
1325203200,-16.98080589
1325548800,5.814075482
1325635200,-1.039179604
1325721600,11.61923267
1325808000,28.41923637
1326067200,29.17234009
1326153600,18.24614715
1326240000,21.24501785
1326326400,26.18340994
1326412800,23.09974744
1326758400,22.42688489
1326844800,8.366640745
1326931200,13.15103666
1327017600,18.50674383
1327276800,17.03185273
1327363200,18.69769292
1327449600,17.18786758
1327536000,11.02137846
1327622400,3.483959687
1327881600,4.903843367
1327968000,6.655886975
1328054400,6.572761088
1328140800,15.39575587
1328227200,15.81543907
1328486400,8.929722722
1328572800,5.774940853
1328659200,9.49637635
1328745600,9.303565798
1328832000,11.98264959
1329091200,6.667315109
1329177600,4.665024609
1329264000,-14.11156499
1329350400,-14.8377893
1329436800,-18.49577872
1329782400,-14.02876353
1329868800,-15.8179736
1329955200,-11.95777504
1330041600,0.625205766
1330300800,-1.314816945
1330387200,-0.676025116
1330473600,-2.684095496
1330560000,-1.993760754
1330646400,-0.753956617
1330905600,-2.529345839
1330992000,-2.939001643
1331078400,0.850148838
1331164800,-0.620103215
1331251200,-0.435603443
1331510400,-0.972048154
1331596800,-0.822883682
1331683200,6.155368447
1331769600,7.956408888
1331856000,7.215200938
1332115200,5.532627313
1332201600,-6.062620617
1332288000,-2.40284974
1332374400,-2.823918264
1332460800,-3.801680563
1332720000,-8.146120272
1332806400,-5.55685709
1332892800,-2.235103679
1332979200,-2.235392541
1333065600,-3.054252616
1333324800,-0.8776532
1333411200,2.731211815
1333497600,2.553378318
1333584000,0.962843912
1333929600,-0.856680794
1334016000,-0.327441092
1334102400,-0.002049736
1334188800,1.23294649
1334275200,1.254935671
1334534400,2.553546615
1334620800,1.982941485
1334707200,2.496259796
1334793600,5.520126622
1334880000,4.870061901
1335139200,6.204065922
1335225600,5.11286796
1335312000,3.745608022
1335398400,5.288961697
1335484800,4.185793742
1335744000,0.349966248
1335830400,1.414994236
1335916800,2.611797917
1336003200,3.253432457
1336089600,4.589755602
1336348800,3.801756933
1336435200,3.749766449
1336521600,3.733689442
1336608000,2.49869572
1336694400,2.215468805
1336953600,1.397447076
1337040000,2.968786616
1337126400,2.917842432
1337212800,3.895932407
1337299200,4.697080509
1337558400,5.416827013
1337644800,5.512572023
1337731200,5.560026211
1337817600,6.303628771
1337904000,6.324220863
1338249600,6.856441478
1338336000,7.077128447
1338422400,6.823750172
1338508800,8.077986749
1338768000,8.585548408
1338854400,9.312905595
1338940800,11.66197454
1339027200,11.80279825
1339113600,14.40260369
1339372800,12.26479067
1339459200,14.10807535
1339545600,16.07643508
1339632000,18.43195125
1339718400,18.94822616
1339977600,21.02296731
1340064000,22.65737734
1340150400,24.97297748
1340236800,27.07296529
1340323200,26.84860398
1340582400,22.83031282
1340668800,22.29076783
1340755200,23.86234232
1340841600,25.88411213
1340928000,25.24205759
1341187200,25.47027921
1341273600,26.89982637
1341446400,24.03876533
1341532800,25.66224088
1341792000,27.05271586
1341878400,28.44885842
1341964800,31.57492581
1342051200,31.24304885
1342137600,35.94787109
1342396800,35.14441893
1342483200,40.8713216
1342569600,42.28078148
1342656000,44.36339265
1342742400,42.51353329
1343001600,39.75286482
1343088000,40.24474023
1343174400,39.84541815
1343260800,41.16091153
1343347200,40.9641546
1343606400,39.61330412
1343692800,42.34524011
1343779200,43.72568842
1343865600,44.43075206
1343952000,48.34508157
1344211200,49.59628465
1344297600,49.91694354
1344384000,49.56314875
1344470400,50.12781363
1344556800,50.14063689
1344816000,51.90661679
1344902400,52.98064291
1344988800,53.59548919
1345075200,56.76710421
1345161600,57.27415211
1345420800,27.89747073
1345507200,41.29940655
1345593600,41.34536536
1345680000,40.39623414
1345766400,42.25556348
1346025600,44.44617986
1346112000,45.05489664
1346198400,45.4028873
1346284800,44.62681706
1346371200,44.01158128
1346716800,42.48575552
1346803200,41.68557709
1346889600,44.67193156
1346976000,45.26440971
1347235200,44.29332242
1347321600,44.0272477
1347408000,44.40772783
1347494400,44.56919698
1347580800,44.72019743
1347840000,46.73246857
1347926400,46.68047805
1348012800,48.17326176
1348099200,48.82276802
1348185600,47.73761245
1348444800,46.60612487
1348531200,46.12706282
1348617600,46.11709331
1348704000,46.95795673
1348790400,46.74377582
1349049600,46.71120329
1349136000,46.64061231
1349222400,47.9886143
1349308800,46.99630185
1349395200,47.45574259
1349654400,43.18125521
1349740800,42.51719871
1349827200,43.42955672
1349913600,44.27911503
1350000000,44.27515915
1350259200,42.08609656
1350345600,42.72522236
1350432000,43.05729354
1350518400,42.89585965
1350604800,43.07331114
1350864000,41.49397999
1350950400,41.80779946
1351036800,41.66309708
1351123200,41.02180295
1351209600,36.50108627
1351641600,36.77884232
1351728000,38.11058215
1351814400,35.57727008
1352073600,36.84320929
1352160000,36.18469436
1352246400,36.88384351
1352332800,37.05184168
1352419200,36.56006774
1352678400,34.86884348
1352764800,37.43463793
1352851200,36.75454578
1352937600,37.10202309
1353024000,38.31192924
1353283200,40.20563917
1353369600,40.60482426
1353456000,40.69331303
1353628800,43.21515841
1353888000,43.58129039
1353974400,42.11494506
1354060800,41.54755934
1354147200,42.43095517
1354233600,43.02661724
1354492800,42.73667792
1354579200,43.61845108
1354665600,46.3335694
1354752000,45.28125472
1354838400,45.78778296
1355097600,45.23417051
1355184000,45.73656912
1355270400,46.05656728
1355356800,46.09455011
1355443200,46.28097162
1355702400,44.82771002
1355788800,44.11415074
1355875200,44.11895032
1355961600,45.14605759
1356048000,44.92688337
1356307200,44.13673968
1356480000,44.22185714
1356566400,44.45531649
1356652800,44.29691719
1356912000,44.41288291
1357084800,43.19814561
1357171200,42.31591515
1357257600,43.00107276
1357516800,42.66415984
1357603200,42.82181634
1357689600,43.93406008
1357776000,44.19622374
1357862400,45.68508705
1358121600,43.98335684
1358208000,45.21232923
1358294400,46.04123166
1358380800,46.63866457
1358467200,49.75842335
1358812800,52.50901223
1358899200,54.05689505
1358985600,54.15074276
1359072000,53.44188085
1359331200,53.13638943
1359417600,55.75666455
1359504000,56.60773329
1359590400,56.36449865
1359676800,57.92225399
1359936000,56.46300652
1360022400,56.26397384
1360108800,56.59377091
1360195200,57.04726525
1360281600,58.30142799
1360540800,60.78189813
1360627200,60.93720559
1360713600,62.59559106
1360800000,61.89100669
1360886400,64.65769878
1361232000,62.6085033
1361318400,65.23852548
1361404800,65.60705057
1361491200,65.30130244
1361750400,64.02962857
1361836800,64.05136161
1361923200,64.48313001
1362009600,64.65614088
1362096000,66.03298375
1362355200,66.02208238
1362441600,67.68423702
1362528000,70.26778921
1362614400,70.08657015
1362700800,68.98231122
1362960000,70.21072038
1363046400,71.63018005
1363132800,69.09120886
1363219200,70.17258813
1363305600,69.79879761
1363564800,69.11878112
1363651200,70.64489608
1363737600,73.98349095
1363824000,75.67128192
1363910400,76.896753
1364169600,74.75726403
1364256000,75.41116683
1364342400,76.26901667
1364428800,77.87012325
1364774400,77.10378324
1364860800,77.62386394
1364947200,78.82827204
1365033600,79.5640265
1365120000,79.20175715
1365379200,80.45065029
1365465600,81.30860336
1365552000,82.25296045
1365638400,73.31446019
1365724800,51.35781207
1365984000,57.53267105
1366070400,48.33327995
1366156800,44.5340711
1366243200,57.41372491
1366329600,63.44715873
1366588800,65.43900848
1366675200,66.74117124
1366761600,69.30733786
1366848000,70.60714654
1366934400,68.49243251
1367193600,66.36969218
1367280000,67.76285465
1367366400,66.7759936
1367452800,60.54120602
1367539200,56.36881195
1367798400,60.68450982
1367884800,58.95091245
1367971200,58.63205876
1368057600,59.2966655
1368144000,58.47527297
1368403200,59.28116633
1368489600,59.76304553
1368576000,56.50896548
1368662400,57.01938871
1368748800,58.73440653
1369008000,59.4091991
1369094400,59.75455461
1369180800,59.57805722
1369267200,60.0924656
1369353600,61.50004266
1369699200,61.40958107
1369785600,61.24793191
1369872000,62.31341318
1369958400,61.02195137
1370217600,59.42521424
1370304000,59.60544171
1370390400,58.55811918
1370476800,58.47848157
1370563200,57.77994285
1370822400,49.63788762
1370908800,51.85012579
1370995200,53.11094614
1371081600,52.83503501
1371168000,50.76708239
1371427200,49.23729425
1371513600,49.74785656
1371600000,51.75180909
1371686400,52.1947608
1371772800,51.14390484
1372032000,49.89672906
1372118400,49.26468515
1372204800,48.56512627
1372291200,48.88731706
1372377600,48.03075946
1372636800,43.94264037
1372723200,40.18451161
1372809600,42.70798627
1372982400,36.75091072
1373241600,31.56491022
1373328000,33.60887545
1373414400,34.40146042
1373500800,42.32412726
1373587200,43.27520263
1373846400,44.57310454
1373932800,46.69953813
1374019200,45.46222252
1374105600,45.17166075
1374192000,41.56491558
1374451200,42.1316902
1374537600,41.97982626
1374624000,42.81398633
1374710400,43.70929102
1374796800,44.76725186
1375056000,46.01479123
1375142400,46.56994674
1375228800,48.37796626
1375315200,48.75258607
1375401600,48.04389519
1375660800,47.35382633
1375747200,48.00703268
1375833600,47.91738526
1375920000,47.5215846
1376006400,45.9739491
1376265600,45.82446121
1376352000,46.47904754
1376438400,47.58048196
1376524800,48.17671015
1376611200,47.51229392
1376870400,47.97611753
1376956800,49.64528128
1377043200,50.42774413
1377129600,53.11420222
1377216000,52.39520862
1377475200,53.69557899
1377561600,53.03507222
1377648000,55.22282307
1377734400,55.16237329
1377820800,55.26561853
1378166400,58.31693483
1378252800,57.8812597
1378339200,55.45709383
1378425600,55.54777194
1378684800,53.80799337
1378771200,54.7462089
1378857600,54.93924307
1378944000,56.64820034
1379030400,56.22222288
1379289600,55.33846752
1379376000,55.6052075
1379462400,55.7849998
1379548800,55.75160263
1379635200,54.419574
1379894400,53.80038494
1379980800,53.68565631
1380067200,53.95230078
1380153600,53.94607832
1380240000,54.12575427
1380499200,54.79056886
1380585600,54.43217952
1380672000,54.77877428
1380758400,44.59296876
1380844800,51.08807826
1381104000,52.83927814
1381190400,52.84566622
1381276800,53.12891644
1381363200,53.53379433
1381449600,53.7630082
1381708800,55.53289785
1381795200,56.29511976
1381881600,58.70141327
1381968000,56.54270323
1382054400,58.18135783
1382313600,63.16851053
1382400000,65.19910088
1382486400,66.27319238
1382572800,67.87184689
1382659200,66.01791371
1382918400,64.60948897
1383004800,64.8492027
1383091200,65.71908775
1383177600,64.53901001
1383264000,65.19051997
1383523200,65.79387302
1383609600,67.61180332
1383696000,69.11202939
1383782400,70.85059462
1383868800,72.5750104
1384128000,73.74875153
1384214400,74.64642582
1384300800,74.87641823
1384387200,76.57468132
1384473600,77.16039587
1384732800,78.59909344
1384819200,82.74150399
1384905600,78.82114026
1384992000,79.77991857
1385078400,82.39700464
1385337600,81.04824609
1385424000,80.44582032
1385510400,80.26495276
1385683200,80.1085066
1385942400,76.53529348
1386028800,78.0568603
1386115200,77.87189925
1386201600,78.83331692
1386288000,76.38760976
1386547200,68.60669284
1386633600,72.23347177
1386720000,74.22897089
1386806400,70.96089014
1386892800,70.77067488
1387152000,69.98798225
1387238400,62.34981185
1387324800,62.21466065
1387411200,50.70201543
1387497600,62.36191789
1387756800,57.97344277
1387843200,60.66995121
1388016000,61.02188648
1388102400,64.39324411
1388361600,63.14056598
1388448000,63.5113062
1388620800,64.31531413
1388707200,65.56941942
1388966400,69.18979807
1389052800,69.14407533
1389139200,65.27225732
1389225600,65.43379423
1389312000,65.51754543
1389571200,65.70566237
1389657600,64.90848251
1389744000,64.34035536
1389830400,65.13869356
1389916800,63.94733213
1390262400,64.28786816
1390348800,63.99273534
1390435200,63.64893644
1390521600,63.23778402
1390780800,63.13912119
1390867200,60.08691302
1390953600,61.76271593
1391040000,62.01690442
1391126400,62.22528827
1391385600,62.71030471
1391472000,62.28378234
1391558400,62.00285775
1391644800,59.70243057
1391731200,58.74343236
1391990400,54.19286551
1392076800,54.39145449
1392163200,54.01822702
1392249600,51.92568822
1392336000,48.39600193
1392681600,50.29220657
1392768000,49.94270141
1392854400,49.85111963
1392940800,44.3345343
1393200000,48.52175265
1393286400,42.95326491
1393372800,42.69364206
1393459200,47.18035092
1393545600,47.23167181
1393804800,44.28482315
1393891200,54.16735947
1393977600,53.90277179
1394064000,53.62283441
1394150400,53.43426758
1394409600,48.7298645
1394496000,47.76805072
1394582400,48.08064253
1394668800,47.95206
1394755200,48.51450542
1395014400,47.96327772
1395100800,47.03740463
1395187200,45.94510185
1395273600,45.87013899
1395360000,43.54748708
1395619200,40.83694457
1395705600,43.25634228
1395792000,43.24504846
1395878400,42.71081297
1395964800,29.8095162
1396224000,28.02757274
1396310400,27.92431019
1396396800,31.30086559
1396483200,25.2350908
1396569600,26.90544309
1396828800,28.5102847
1396915200,27.14530124
1397001600,27.90060753
1397088000,26.09486584
1397174400,11.41534494
1397433600,22.21337895
1397520000,29.33539868
1397606400,37.84414952
1397692800,38.15167581
1398038400,34.87814633
1398124800,34.24461346
1398211200,33.4341796
1398297600,33.36103245
1398384000,34.98145028
1398643200,25.58429846
1398729600,26.08676853
1398816000,27.24833598
1398902400,27.40487037
1398988800,29.16743666
1399248000,25.6426659
1399334400,24.55784301
1399420800,24.01751749
1399507200,26.65304643
1399593600,26.10313421
1399852800,25.80848799
1399939200,26.54145556
1400025600,26.00609738
1400112000,27.07727554
1400198400,27.24217649
